,best_fitness,fitness_evaluations,iterations,experiment,test_function
7102,390.73516044566895,12,0,22,Rastrigin
7103,390.73516044566895,13,0,22,Rastrigin
7104,390.73516044566895,14,0,22,Rastrigin
7105,390.73516044566895,15,0,22,Rastrigin
7106,390.73516044566895,16,0,22,Rastrigin
7107,390.73516044566895,17,0,22,Rastrigin
7108,390.73516044566895,18,0,22,Rastrigin
7109,390.73516044566895,19,0,22,Rastrigin
7110,390.73516044566895,20,0,22,Rastrigin
7111,390.73516044566895,21,0,22,Rastrigin
7112,390.73516044566895,22,0,22,Rastrigin
7113,390.73516044566895,23,0,22,Rastrigin
7114,390.73516044566895,24,0,22,Rastrigin
7115,390.73516044566895,25,0,22,Rastrigin
7116,390.73516044566895,26,0,22,Rastrigin
7117,390.73516044566895,27,0,22,Rastrigin
7118,390.73516044566895,28,0,22,Rastrigin
7119,390.73516044566895,29,0,22,Rastrigin
7120,390.73516044566895,30,0,22,Rastrigin
7121,390.73516044566895,31,1,22,Rastrigin
7122,390.73516044566895,32,1,22,Rastrigin
7123,390.73516044566895,33,1,22,Rastrigin
7124,390.73516044566895,34,1,22,Rastrigin
7125,390.73516044566895,35,1,22,Rastrigin
7126,390.73516044566895,36,1,22,Rastrigin
7127,390.73516044566895,37,1,22,Rastrigin
7128,390.73516044566895,38,1,22,Rastrigin
7129,390.73516044566895,39,1,22,Rastrigin
7130,390.73516044566895,40,1,22,Rastrigin
7131,390.73516044566895,41,1,22,Rastrigin
7132,390.73516044566895,42,1,22,Rastrigin
7133,390.73516044566895,43,1,22,Rastrigin
7134,390.73516044566895,44,1,22,Rastrigin
7135,390.73516044566895,45,1,22,Rastrigin
7136,390.73516044566895,46,1,22,Rastrigin
7137,390.73516044566895,47,1,22,Rastrigin
7138,390.73516044566895,48,1,22,Rastrigin
7139,390.73516044566895,49,1,22,Rastrigin
7140,390.73516044566895,50,1,22,Rastrigin
7141,390.73516044566895,51,1,22,Rastrigin
7142,390.73516044566895,52,1,22,Rastrigin
7143,390.73516044566895,53,1,22,Rastrigin
7144,380.5519382092443,54,1,22,Rastrigin
7145,380.5519382092443,55,1,22,Rastrigin
7146,380.5519382092443,56,1,22,Rastrigin
7147,380.5519382092443,57,1,22,Rastrigin
7148,380.5519382092443,58,1,22,Rastrigin
7149,380.5519382092443,59,1,22,Rastrigin
7150,380.5519382092443,60,1,22,Rastrigin
7151,565.6453943622914,1,0,23,Rastrigin
7152,565.6453943622914,2,0,23,Rastrigin
7153,565.6453943622914,3,0,23,Rastrigin
7154,565.6453943622914,4,0,23,Rastrigin
7155,565.6453943622914,5,0,23,Rastrigin
7156,532.3331486224533,6,0,23,Rastrigin
7157,532.3331486224533,7,0,23,Rastrigin
7158,514.4742149501653,8,0,23,Rastrigin
7159,514.4742149501653,9,0,23,Rastrigin
7160,514.4742149501653,10,0,23,Rastrigin
7161,514.4742149501653,11,0,23,Rastrigin
7162,504.81417824236877,12,0,23,Rastrigin
7163,504.81417824236877,13,0,23,Rastrigin
7164,504.81417824236877,14,0,23,Rastrigin
7165,504.81417824236877,15,0,23,Rastrigin
7166,504.81417824236877,16,0,23,Rastrigin
7167,504.81417824236877,17,0,23,Rastrigin
7168,504.81417824236877,18,0,23,Rastrigin
7169,453.7505288649543,19,0,23,Rastrigin
7170,453.7505288649543,20,0,23,Rastrigin
7171,453.7505288649543,21,0,23,Rastrigin
7172,453.7505288649543,22,0,23,Rastrigin
7173,453.7505288649543,23,0,23,Rastrigin
7174,453.7505288649543,24,0,23,Rastrigin
7175,453.7505288649543,25,0,23,Rastrigin
7176,453.7505288649543,26,0,23,Rastrigin
7177,453.7505288649543,27,0,23,Rastrigin
7178,453.7505288649543,28,0,23,Rastrigin
7179,453.7505288649543,29,0,23,Rastrigin
7180,453.7505288649543,30,0,23,Rastrigin
7181,453.7505288649543,31,1,23,Rastrigin
7182,453.7505288649543,32,1,23,Rastrigin
7183,453.7505288649543,33,1,23,Rastrigin
7184,453.7505288649543,34,1,23,Rastrigin
7185,438.26744296451955,35,1,23,Rastrigin
7186,438.26744296451955,36,1,23,Rastrigin
7187,438.26744296451955,37,1,23,Rastrigin
7188,438.26744296451955,38,1,23,Rastrigin
7189,438.26744296451955,39,1,23,Rastrigin
7190,438.26744296451955,40,1,23,Rastrigin
7191,438.26744296451955,41,1,23,Rastrigin
7192,438.26744296451955,42,1,23,Rastrigin
7193,438.26744296451955,43,1,23,Rastrigin
7194,438.26744296451955,44,1,23,Rastrigin
7195,438.26744296451955,45,1,23,Rastrigin
7196,438.26744296451955,46,1,23,Rastrigin
7197,438.26744296451955,47,1,23,Rastrigin
7198,438.26744296451955,48,1,23,Rastrigin
7199,438.26744296451955,49,1,23,Rastrigin
7200,438.26744296451955,50,1,23,Rastrigin
7201,438.26744296451955,51,1,23,Rastrigin
7202,438.26744296451955,52,1,23,Rastrigin
7203,438.26744296451955,53,1,23,Rastrigin
7204,438.26744296451955,54,1,23,Rastrigin
7205,438.26744296451955,55,1,23,Rastrigin
7206,438.26744296451955,56,1,23,Rastrigin
7207,438.26744296451955,57,1,23,Rastrigin
7208,438.26744296451955,58,1,23,Rastrigin
7209,438.26744296451955,59,1,23,Rastrigin
7210,438.26744296451955,60,1,23,Rastrigin
7211,459.7784114189499,1,0,24,Rastrigin
7212,459.7784114189499,2,0,24,Rastrigin
7213,459.7784114189499,3,0,24,Rastrigin
7214,459.7784114189499,4,0,24,Rastrigin
7215,459.7784114189499,5,0,24,Rastrigin
7216,459.7784114189499,6,0,24,Rastrigin
7217,459.7784114189499,7,0,24,Rastrigin
7218,459.7784114189499,8,0,24,Rastrigin
7219,459.7784114189499,9,0,24,Rastrigin
7220,459.7784114189499,10,0,24,Rastrigin
7221,459.7784114189499,11,0,24,Rastrigin
7222,459.7784114189499,12,0,24,Rastrigin
7223,459.7784114189499,13,0,24,Rastrigin
7224,459.7784114189499,14,0,24,Rastrigin
7225,459.7784114189499,15,0,24,Rastrigin
7226,459.7784114189499,16,0,24,Rastrigin
7227,459.7784114189499,17,0,24,Rastrigin
7228,459.7784114189499,18,0,24,Rastrigin
7229,459.7784114189499,19,0,24,Rastrigin
7230,459.7784114189499,20,0,24,Rastrigin
7231,459.7784114189499,21,0,24,Rastrigin
7232,459.7784114189499,22,0,24,Rastrigin
7233,459.7784114189499,23,0,24,Rastrigin
7234,459.7784114189499,24,0,24,Rastrigin
7235,459.7784114189499,25,0,24,Rastrigin
7236,459.7784114189499,26,0,24,Rastrigin
7237,459.7784114189499,27,0,24,Rastrigin
7238,459.7784114189499,28,0,24,Rastrigin
7239,459.7784114189499,29,0,24,Rastrigin
7240,459.7784114189499,30,0,24,Rastrigin
7241,459.7784114189499,31,1,24,Rastrigin
7242,459.7784114189499,32,1,24,Rastrigin
7243,459.7784114189499,33,1,24,Rastrigin
7244,459.7784114189499,34,1,24,Rastrigin
7245,459.7784114189499,35,1,24,Rastrigin
7246,459.7784114189499,36,1,24,Rastrigin
7247,454.9408080236277,37,1,24,Rastrigin
7248,454.9408080236277,38,1,24,Rastrigin
7249,454.9408080236277,39,1,24,Rastrigin
7250,369.86299093922815,40,1,24,Rastrigin
7251,369.86299093922815,41,1,24,Rastrigin
7252,369.86299093922815,42,1,24,Rastrigin
7253,369.86299093922815,43,1,24,Rastrigin
7254,369.86299093922815,44,1,24,Rastrigin
7255,369.86299093922815,45,1,24,Rastrigin
7256,369.86299093922815,46,1,24,Rastrigin
7257,369.86299093922815,47,1,24,Rastrigin
7258,369.86299093922815,48,1,24,Rastrigin
7259,369.86299093922815,49,1,24,Rastrigin
7260,369.86299093922815,50,1,24,Rastrigin
7261,369.86299093922815,51,1,24,Rastrigin
7262,369.86299093922815,52,1,24,Rastrigin
7263,369.86299093922815,53,1,24,Rastrigin
7264,369.86299093922815,54,1,24,Rastrigin
7265,369.86299093922815,55,1,24,Rastrigin
7266,369.86299093922815,56,1,24,Rastrigin
7267,369.86299093922815,57,1,24,Rastrigin
7268,369.86299093922815,58,1,24,Rastrigin
7269,369.86299093922815,59,1,24,Rastrigin
7270,369.86299093922815,60,1,24,Rastrigin
7271,573.8536515310346,1,0,25,Rastrigin
7272,573.8536515310346,2,0,25,Rastrigin
7273,566.0154955661147,3,0,25,Rastrigin
7274,557.2468095053628,4,0,25,Rastrigin
7275,544.6890001112774,5,0,25,Rastrigin
7276,544.6890001112774,6,0,25,Rastrigin
7277,544.6890001112774,7,0,25,Rastrigin
7278,544.6890001112774,8,0,25,Rastrigin
7279,528.8299673812576,9,0,25,Rastrigin
7280,528.8299673812576,10,0,25,Rastrigin
7281,528.8299673812576,11,0,25,Rastrigin
7282,470.0016708076644,12,0,25,Rastrigin
7283,470.0016708076644,13,0,25,Rastrigin
7284,470.0016708076644,14,0,25,Rastrigin
7285,470.0016708076644,15,0,25,Rastrigin
7286,470.0016708076644,16,0,25,Rastrigin
7287,470.0016708076644,17,0,25,Rastrigin
7288,470.0016708076644,18,0,25,Rastrigin
7289,470.0016708076644,19,0,25,Rastrigin
7290,470.0016708076644,20,0,25,Rastrigin
7291,470.0016708076644,21,0,25,Rastrigin
7292,470.0016708076644,22,0,25,Rastrigin
7293,470.0016708076644,23,0,25,Rastrigin
7294,470.0016708076644,24,0,25,Rastrigin
7295,470.0016708076644,25,0,25,Rastrigin
7296,470.0016708076644,26,0,25,Rastrigin
7297,470.0016708076644,27,0,25,Rastrigin
7298,470.0016708076644,28,0,25,Rastrigin
7299,470.0016708076644,29,0,25,Rastrigin
7300,470.0016708076644,30,0,25,Rastrigin
7301,470.0016708076644,31,1,25,Rastrigin
7302,470.0016708076644,32,1,25,Rastrigin
7303,470.0016708076644,33,1,25,Rastrigin
7304,470.0016708076644,34,1,25,Rastrigin
7305,470.0016708076644,35,1,25,Rastrigin
7306,470.0016708076644,36,1,25,Rastrigin
7307,470.0016708076644,37,1,25,Rastrigin
7308,470.0016708076644,38,1,25,Rastrigin
7309,470.0016708076644,39,1,25,Rastrigin
7310,470.0016708076644,40,1,25,Rastrigin
7311,470.0016708076644,41,1,25,Rastrigin
7312,470.0016708076644,42,1,25,Rastrigin
7313,402.8035521974859,43,1,25,Rastrigin
7314,402.8035521974859,44,1,25,Rastrigin
7315,402.8035521974859,45,1,25,Rastrigin
7316,402.8035521974859,46,1,25,Rastrigin
7317,363.6994356605736,47,1,25,Rastrigin
7318,363.6994356605736,48,1,25,Rastrigin
7319,363.6994356605736,49,1,25,Rastrigin
7320,363.6994356605736,50,1,25,Rastrigin
7321,363.6994356605736,51,1,25,Rastrigin
7322,363.6994356605736,52,1,25,Rastrigin
7323,363.6994356605736,53,1,25,Rastrigin
7324,363.6994356605736,54,1,25,Rastrigin
7325,363.6994356605736,55,1,25,Rastrigin
7326,363.6994356605736,56,1,25,Rastrigin
7327,363.6994356605736,57,1,25,Rastrigin
7328,363.6994356605736,58,1,25,Rastrigin
7329,363.6994356605736,59,1,25,Rastrigin
7330,363.6994356605736,60,1,25,Rastrigin
7331,636.6692706632642,1,0,26,Rastrigin
7332,512.7751542536811,2,0,26,Rastrigin
7333,512.7751542536811,3,0,26,Rastrigin
7334,512.7751542536811,4,0,26,Rastrigin
7335,512.7751542536811,5,0,26,Rastrigin
7336,512.7751542536811,6,0,26,Rastrigin
7337,512.7751542536811,7,0,26,Rastrigin
7338,512.7751542536811,8,0,26,Rastrigin
7339,512.7751542536811,9,0,26,Rastrigin
7340,485.29400030946886,10,0,26,Rastrigin
7341,485.29400030946886,11,0,26,Rastrigin
7342,485.29400030946886,12,0,26,Rastrigin
7343,485.29400030946886,13,0,26,Rastrigin
7344,485.29400030946886,14,0,26,Rastrigin
7345,485.29400030946886,15,0,26,Rastrigin
7346,485.29400030946886,16,0,26,Rastrigin
7347,485.29400030946886,17,0,26,Rastrigin
7348,485.29400030946886,18,0,26,Rastrigin
7349,485.29400030946886,19,0,26,Rastrigin
7350,472.6179964214512,20,0,26,Rastrigin
7351,472.6179964214512,21,0,26,Rastrigin
7352,472.6179964214512,22,0,26,Rastrigin
7353,472.6179964214512,23,0,26,Rastrigin
7354,472.6179964214512,24,0,26,Rastrigin
7355,472.6179964214512,25,0,26,Rastrigin
7356,472.6179964214512,26,0,26,Rastrigin
7357,472.6179964214512,27,0,26,Rastrigin
7358,472.6179964214512,28,0,26,Rastrigin
7359,472.6179964214512,29,0,26,Rastrigin
7360,472.6179964214512,30,0,26,Rastrigin
7361,472.6179964214512,31,1,26,Rastrigin
7362,472.6179964214512,32,1,26,Rastrigin
7363,472.6179964214512,33,1,26,Rastrigin
7364,472.6179964214512,34,1,26,Rastrigin
7365,472.6179964214512,35,1,26,Rastrigin
7366,472.6179964214512,36,1,26,Rastrigin
7367,472.6179964214512,37,1,26,Rastrigin
7368,472.6179964214512,38,1,26,Rastrigin
7369,472.6179964214512,39,1,26,Rastrigin
7370,472.6179964214512,40,1,26,Rastrigin
7371,472.6179964214512,41,1,26,Rastrigin
7372,472.6179964214512,42,1,26,Rastrigin
7373,472.6179964214512,43,1,26,Rastrigin
7374,472.6179964214512,44,1,26,Rastrigin
7375,472.6179964214512,45,1,26,Rastrigin
7376,472.6179964214512,46,1,26,Rastrigin
7377,472.6179964214512,47,1,26,Rastrigin
7378,472.6179964214512,48,1,26,Rastrigin
7379,472.6179964214512,49,1,26,Rastrigin
7380,472.6179964214512,50,1,26,Rastrigin
7381,472.6179964214512,51,1,26,Rastrigin
7382,472.6179964214512,52,1,26,Rastrigin
7383,472.6179964214512,53,1,26,Rastrigin
7384,472.6179964214512,54,1,26,Rastrigin
7385,472.6179964214512,55,1,26,Rastrigin
7386,472.6179964214512,56,1,26,Rastrigin
7387,472.6179964214512,57,1,26,Rastrigin
7388,472.6179964214512,58,1,26,Rastrigin
7389,472.6179964214512,59,1,26,Rastrigin
7390,472.6179964214512,60,1,26,Rastrigin
7391,631.0233489012363,1,0,27,Rastrigin
7392,415.20975666759534,2,0,27,Rastrigin
7393,415.20975666759534,3,0,27,Rastrigin
7394,415.20975666759534,4,0,27,Rastrigin
7395,415.20975666759534,5,0,27,Rastrigin
7396,415.20975666759534,6,0,27,Rastrigin
7397,415.20975666759534,7,0,27,Rastrigin
7398,415.20975666759534,8,0,27,Rastrigin
7399,415.20975666759534,9,0,27,Rastrigin
7400,415.20975666759534,10,0,27,Rastrigin
7401,415.20975666759534,11,0,27,Rastrigin
7402,415.20975666759534,12,0,27,Rastrigin
7403,415.20975666759534,13,0,27,Rastrigin
7404,415.20975666759534,14,0,27,Rastrigin
7405,415.20975666759534,15,0,27,Rastrigin
7406,415.20975666759534,16,0,27,Rastrigin
7407,415.20975666759534,17,0,27,Rastrigin
7408,415.20975666759534,18,0,27,Rastrigin
7409,415.20975666759534,19,0,27,Rastrigin
7410,415.20975666759534,20,0,27,Rastrigin
7411,415.20975666759534,21,0,27,Rastrigin
7412,415.20975666759534,22,0,27,Rastrigin
7413,415.20975666759534,23,0,27,Rastrigin
7414,415.20975666759534,24,0,27,Rastrigin
7415,415.20975666759534,25,0,27,Rastrigin
7416,415.20975666759534,26,0,27,Rastrigin
7417,415.20975666759534,27,0,27,Rastrigin
7418,415.20975666759534,28,0,27,Rastrigin
7419,415.20975666759534,29,0,27,Rastrigin
7420,415.20975666759534,30,0,27,Rastrigin
7421,415.20975666759534,31,1,27,Rastrigin
7422,415.20975666759534,32,1,27,Rastrigin
7423,415.20975666759534,33,1,27,Rastrigin
7424,415.20975666759534,34,1,27,Rastrigin
7425,415.20975666759534,35,1,27,Rastrigin
7426,415.20975666759534,36,1,27,Rastrigin
7427,415.20975666759534,37,1,27,Rastrigin
7428,415.20975666759534,38,1,27,Rastrigin
7429,415.20975666759534,39,1,27,Rastrigin
7430,415.20975666759534,40,1,27,Rastrigin
7431,415.20975666759534,41,1,27,Rastrigin
7432,415.20975666759534,42,1,27,Rastrigin
7433,415.20975666759534,43,1,27,Rastrigin
7434,399.3990784681208,44,1,27,Rastrigin
7435,399.3990784681208,45,1,27,Rastrigin
7436,394.8905100453396,46,1,27,Rastrigin
7437,394.8905100453396,47,1,27,Rastrigin
7438,394.8905100453396,48,1,27,Rastrigin
7439,394.8905100453396,49,1,27,Rastrigin
7440,394.8905100453396,50,1,27,Rastrigin
7441,394.8905100453396,51,1,27,Rastrigin
7442,394.8905100453396,52,1,27,Rastrigin
7443,394.8905100453396,53,1,27,Rastrigin
7444,394.8905100453396,54,1,27,Rastrigin
7445,394.8905100453396,55,1,27,Rastrigin
7446,394.8905100453396,56,1,27,Rastrigin
7447,394.8905100453396,57,1,27,Rastrigin
7448,394.8905100453396,58,1,27,Rastrigin
7449,394.8905100453396,59,1,27,Rastrigin
7450,394.8905100453396,60,1,27,Rastrigin
7451,561.2338762857269,1,0,28,Rastrigin
7452,549.289249476953,2,0,28,Rastrigin
7453,549.289249476953,3,0,28,Rastrigin
7454,527.3729998071602,4,0,28,Rastrigin
7455,527.3729998071602,5,0,28,Rastrigin
7456,527.3729998071602,6,0,28,Rastrigin
7457,527.3729998071602,7,0,28,Rastrigin
7458,527.3729998071602,8,0,28,Rastrigin
7459,440.50169792872947,9,0,28,Rastrigin
7460,440.50169792872947,10,0,28,Rastrigin
7461,440.50169792872947,11,0,28,Rastrigin
7462,440.50169792872947,12,0,28,Rastrigin
7463,440.50169792872947,13,0,28,Rastrigin
7464,440.50169792872947,14,0,28,Rastrigin
7465,440.50169792872947,15,0,28,Rastrigin
7466,440.50169792872947,16,0,28,Rastrigin
7467,440.50169792872947,17,0,28,Rastrigin
7468,440.50169792872947,18,0,28,Rastrigin
7469,440.50169792872947,19,0,28,Rastrigin
7470,440.50169792872947,20,0,28,Rastrigin
7471,440.50169792872947,21,0,28,Rastrigin
7472,440.50169792872947,22,0,28,Rastrigin
7473,440.50169792872947,23,0,28,Rastrigin
7474,440.50169792872947,24,0,28,Rastrigin
7475,440.50169792872947,25,0,28,Rastrigin
7476,440.50169792872947,26,0,28,Rastrigin
7477,440.50169792872947,27,0,28,Rastrigin
7478,440.50169792872947,28,0,28,Rastrigin
7479,440.50169792872947,29,0,28,Rastrigin
7480,440.50169792872947,30,0,28,Rastrigin
7481,325.9945124889863,31,1,28,Rastrigin
7482,325.9945124889863,32,1,28,Rastrigin
7483,325.9945124889863,33,1,28,Rastrigin
7484,325.9945124889863,34,1,28,Rastrigin
7485,325.9945124889863,35,1,28,Rastrigin
7486,325.9945124889863,36,1,28,Rastrigin
7487,325.9945124889863,37,1,28,Rastrigin
7488,325.9945124889863,38,1,28,Rastrigin
7489,325.9945124889863,39,1,28,Rastrigin
7490,325.9945124889863,40,1,28,Rastrigin
7491,325.9945124889863,41,1,28,Rastrigin
7492,325.9945124889863,42,1,28,Rastrigin
7493,325.9945124889863,43,1,28,Rastrigin
7494,325.9945124889863,44,1,28,Rastrigin
7495,325.9945124889863,45,1,28,Rastrigin
7496,325.9945124889863,46,1,28,Rastrigin
7497,325.9945124889863,47,1,28,Rastrigin
7498,325.9945124889863,48,1,28,Rastrigin
7499,325.9945124889863,49,1,28,Rastrigin
7500,325.9945124889863,50,1,28,Rastrigin
7501,325.9945124889863,51,1,28,Rastrigin
7502,325.9945124889863,52,1,28,Rastrigin
7503,325.9945124889863,53,1,28,Rastrigin
7504,325.9945124889863,54,1,28,Rastrigin
7505,325.9945124889863,55,1,28,Rastrigin
7506,325.9945124889863,56,1,28,Rastrigin
7507,325.9945124889863,57,1,28,Rastrigin
7508,325.9945124889863,58,1,28,Rastrigin
7509,325.9945124889863,59,1,28,Rastrigin
7510,325.9945124889863,60,1,28,Rastrigin
7511,699.2338114050549,1,0,29,Rastrigin
7512,579.6090089681262,2,0,29,Rastrigin
7513,579.6090089681262,3,0,29,Rastrigin
7514,579.6090089681262,4,0,29,Rastrigin
7515,511.89035216281417,5,0,29,Rastrigin
7516,511.89035216281417,6,0,29,Rastrigin
7517,511.89035216281417,7,0,29,Rastrigin
7518,465.16322825921355,8,0,29,Rastrigin
7519,465.16322825921355,9,0,29,Rastrigin
7520,465.16322825921355,10,0,29,Rastrigin
7521,465.16322825921355,11,0,29,Rastrigin
7522,465.16322825921355,12,0,29,Rastrigin
7523,465.16322825921355,13,0,29,Rastrigin
7524,465.16322825921355,14,0,29,Rastrigin
7525,465.16322825921355,15,0,29,Rastrigin
7526,465.16322825921355,16,0,29,Rastrigin
7527,465.16322825921355,17,0,29,Rastrigin
7528,465.16322825921355,18,0,29,Rastrigin
7529,465.16322825921355,19,0,29,Rastrigin
7530,465.16322825921355,20,0,29,Rastrigin
7531,465.16322825921355,21,0,29,Rastrigin
7532,465.16322825921355,22,0,29,Rastrigin
7533,465.16322825921355,23,0,29,Rastrigin
7534,465.16322825921355,24,0,29,Rastrigin
7535,465.16322825921355,25,0,29,Rastrigin
7536,465.16322825921355,26,0,29,Rastrigin
7537,465.16322825921355,27,0,29,Rastrigin
7538,465.16322825921355,28,0,29,Rastrigin
7539,465.16322825921355,29,0,29,Rastrigin
7540,465.16322825921355,30,0,29,Rastrigin
7541,465.16322825921355,31,1,29,Rastrigin
7542,465.16322825921355,32,1,29,Rastrigin
7543,465.16322825921355,33,1,29,Rastrigin
7544,465.16322825921355,34,1,29,Rastrigin
7545,465.16322825921355,35,1,29,Rastrigin
7546,404.7485156852082,36,1,29,Rastrigin
7547,404.7485156852082,37,1,29,Rastrigin
7548,404.7485156852082,38,1,29,Rastrigin
7549,404.7485156852082,39,1,29,Rastrigin
7550,404.7485156852082,40,1,29,Rastrigin
7551,404.7485156852082,41,1,29,Rastrigin
7552,404.7485156852082,42,1,29,Rastrigin
7553,404.7485156852082,43,1,29,Rastrigin
7554,359.0776115831838,44,1,29,Rastrigin
7555,359.0776115831838,45,1,29,Rastrigin
7556,359.0776115831838,46,1,29,Rastrigin
7557,359.0776115831838,47,1,29,Rastrigin
7558,359.0776115831838,48,1,29,Rastrigin
7559,359.0776115831838,49,1,29,Rastrigin
7560,359.0776115831838,50,1,29,Rastrigin
7561,359.0776115831838,51,1,29,Rastrigin
7562,359.0776115831838,52,1,29,Rastrigin
7563,359.0776115831838,53,1,29,Rastrigin
7564,359.0776115831838,54,1,29,Rastrigin
7565,359.0776115831838,55,1,29,Rastrigin
7566,359.0776115831838,56,1,29,Rastrigin
7567,359.0776115831838,57,1,29,Rastrigin
7568,359.0776115831838,58,1,29,Rastrigin
7569,359.0776115831838,59,1,29,Rastrigin
7570,359.0776115831838,60,1,29,Rastrigin
7571,560.5257186886159,1,0,0,Rastrigin
7572,508.32414884931694,2,0,0,Rastrigin
7573,508.32414884931694,3,0,0,Rastrigin
7574,447.95415037667334,4,0,0,Rastrigin
7575,447.95415037667334,5,0,0,Rastrigin
7576,447.95415037667334,6,0,0,Rastrigin
7577,447.95415037667334,7,0,0,Rastrigin
7578,447.95415037667334,8,0,0,Rastrigin
7579,447.95415037667334,9,0,0,Rastrigin
7580,447.95415037667334,10,0,0,Rastrigin
7581,447.95415037667334,11,0,0,Rastrigin
7582,447.95415037667334,12,0,0,Rastrigin
7583,447.95415037667334,13,0,0,Rastrigin
7584,447.95415037667334,14,0,0,Rastrigin
7585,447.95415037667334,15,0,0,Rastrigin
7586,447.95415037667334,16,0,0,Rastrigin
7587,447.95415037667334,17,0,0,Rastrigin
7588,447.95415037667334,18,0,0,Rastrigin
7589,447.95415037667334,19,0,0,Rastrigin
7590,447.95415037667334,20,0,0,Rastrigin
7591,447.95415037667334,21,0,0,Rastrigin
7592,447.95415037667334,22,0,0,Rastrigin
7593,447.95415037667334,23,0,0,Rastrigin
7594,425.69782153659634,24,0,0,Rastrigin
7595,425.69782153659634,25,0,0,Rastrigin
7596,425.69782153659634,26,0,0,Rastrigin
7597,425.69782153659634,27,0,0,Rastrigin
7598,425.69782153659634,28,0,0,Rastrigin
7599,425.69782153659634,29,0,0,Rastrigin
7600,425.69782153659634,30,0,0,Rastrigin
7601,425.69782153659634,31,0,0,Rastrigin
7602,425.69782153659634,32,0,0,Rastrigin
7603,425.69782153659634,33,0,0,Rastrigin
7604,425.69782153659634,34,0,0,Rastrigin
7605,425.69782153659634,35,0,0,Rastrigin
7606,425.69782153659634,36,0,0,Rastrigin
7607,425.69782153659634,37,0,0,Rastrigin
7608,425.69782153659634,38,0,0,Rastrigin
7609,425.69782153659634,39,0,0,Rastrigin
7610,425.69782153659634,40,0,0,Rastrigin
7611,425.69782153659634,41,0,0,Rastrigin
7612,425.69782153659634,42,1,0,Rastrigin
7613,425.69782153659634,43,1,0,Rastrigin
7614,425.69782153659634,44,1,0,Rastrigin
7615,425.69782153659634,45,1,0,Rastrigin
7616,425.69782153659634,46,1,0,Rastrigin
7617,425.69782153659634,47,1,0,Rastrigin
7618,425.69782153659634,48,1,0,Rastrigin
7619,425.69782153659634,49,1,0,Rastrigin
7620,423.3497411972778,50,1,0,Rastrigin
7621,423.3497411972778,51,1,0,Rastrigin
7622,423.3497411972778,52,1,0,Rastrigin
7623,423.3497411972778,53,1,0,Rastrigin
7624,423.3497411972778,54,1,0,Rastrigin
7625,423.3497411972778,55,1,0,Rastrigin
7626,423.3497411972778,56,1,0,Rastrigin
7627,423.3497411972778,57,1,0,Rastrigin
7628,423.3497411972778,58,1,0,Rastrigin
7629,423.3497411972778,59,1,0,Rastrigin
7630,423.3497411972778,60,1,0,Rastrigin
7631,423.3497411972778,61,1,0,Rastrigin
7632,423.3497411972778,62,1,0,Rastrigin
7633,423.3497411972778,63,1,0,Rastrigin
7634,423.3497411972778,64,1,0,Rastrigin
7635,423.3497411972778,65,1,0,Rastrigin
7636,423.3497411972778,66,1,0,Rastrigin
7637,423.3497411972778,67,1,0,Rastrigin
7638,423.3497411972778,68,1,0,Rastrigin
7639,423.3497411972778,69,1,0,Rastrigin
7640,423.3497411972778,70,1,0,Rastrigin
7641,423.3497411972778,71,1,0,Rastrigin
7642,423.3497411972778,72,1,0,Rastrigin
7643,423.3497411972778,73,1,0,Rastrigin
7644,423.3497411972778,74,1,0,Rastrigin
7645,423.3497411972778,75,1,0,Rastrigin
7646,423.3497411972778,76,1,0,Rastrigin
7647,423.3497411972778,77,1,0,Rastrigin
7648,711.3135016414058,1,0,1,Rastrigin
7649,525.3323589252883,2,0,1,Rastrigin
7650,509.99879083757475,3,0,1,Rastrigin
7651,509.99879083757475,4,0,1,Rastrigin
7652,509.99879083757475,5,0,1,Rastrigin
7653,509.99879083757475,6,0,1,Rastrigin
7654,509.76168840979113,7,0,1,Rastrigin
7655,509.76168840979113,8,0,1,Rastrigin
7656,509.76168840979113,9,0,1,Rastrigin
7657,507.64789835401035,10,0,1,Rastrigin
7658,503.4777580240019,11,0,1,Rastrigin
7659,503.4777580240019,12,0,1,Rastrigin
7660,503.4777580240019,13,0,1,Rastrigin
7661,503.4777580240019,14,0,1,Rastrigin
7662,503.4777580240019,15,0,1,Rastrigin
7663,503.4777580240019,16,0,1,Rastrigin
7664,503.4777580240019,17,0,1,Rastrigin
7665,503.4777580240019,18,0,1,Rastrigin
7666,503.4777580240019,19,0,1,Rastrigin
7667,503.4777580240019,20,0,1,Rastrigin
7668,503.4777580240019,21,0,1,Rastrigin
7669,503.4777580240019,22,0,1,Rastrigin
7670,503.4777580240019,23,0,1,Rastrigin
7671,503.4777580240019,24,0,1,Rastrigin
7672,503.4777580240019,25,0,1,Rastrigin
7673,473.26652891508655,26,0,1,Rastrigin
7674,473.26652891508655,27,0,1,Rastrigin
7675,473.26652891508655,28,0,1,Rastrigin
7676,473.26652891508655,29,0,1,Rastrigin
7677,473.26652891508655,30,0,1,Rastrigin
7678,473.26652891508655,31,0,1,Rastrigin
7679,473.26652891508655,32,0,1,Rastrigin
7680,473.26652891508655,33,0,1,Rastrigin
7681,473.26652891508655,34,0,1,Rastrigin
7682,473.26652891508655,35,0,1,Rastrigin
7683,473.26652891508655,36,0,1,Rastrigin
