,best_fitness,fitness_evaluations,iterations,experiment,test_function
2479,208.03625756155574,18,0,9,Sphere
2480,208.03625756155574,19,0,9,Sphere
2481,208.03625756155574,20,0,9,Sphere
2482,208.03625756155574,21,0,9,Sphere
2483,208.03625756155574,22,0,9,Sphere
2484,208.03625756155574,23,0,9,Sphere
2485,208.03625756155574,24,0,9,Sphere
2486,208.03625756155574,25,0,9,Sphere
2487,208.03625756155574,26,0,9,Sphere
2488,208.03625756155574,27,0,9,Sphere
2489,208.03625756155574,28,0,9,Sphere
2490,208.03625756155574,29,0,9,Sphere
2491,208.03625756155574,30,0,9,Sphere
2492,208.03625756155574,31,0,9,Sphere
2493,202.36814124987973,32,0,9,Sphere
2494,202.36814124987973,33,0,9,Sphere
2495,202.36814124987973,34,0,9,Sphere
2496,202.36814124987973,35,0,9,Sphere
2497,202.36814124987973,36,0,9,Sphere
2498,202.36814124987973,37,0,9,Sphere
2499,202.36814124987973,38,0,9,Sphere
2500,202.36814124987973,39,0,9,Sphere
2501,202.36814124987973,40,0,9,Sphere
2502,202.36814124987973,41,0,9,Sphere
2503,202.36814124987973,42,0,9,Sphere
2504,202.36814124987973,43,0,9,Sphere
2505,202.36814124987973,44,0,9,Sphere
2506,202.36814124987973,45,0,9,Sphere
2507,202.36814124987973,46,0,9,Sphere
2508,202.36814124987973,47,1,9,Sphere
2509,202.36814124987973,48,1,9,Sphere
2510,202.36814124987973,49,1,9,Sphere
2511,202.36814124987973,50,1,9,Sphere
2512,202.36814124987973,51,1,9,Sphere
2513,202.36814124987973,52,1,9,Sphere
2514,202.36814124987973,53,1,9,Sphere
2515,202.36814124987973,54,1,9,Sphere
2516,202.36814124987973,55,1,9,Sphere
2517,202.36814124987973,56,1,9,Sphere
2518,202.36814124987973,57,1,9,Sphere
2519,187.93981761481712,58,1,9,Sphere
2520,187.93981761481712,59,1,9,Sphere
2521,187.93981761481712,60,1,9,Sphere
2522,187.93981761481712,61,1,9,Sphere
2523,187.93981761481712,62,1,9,Sphere
2524,187.93981761481712,63,1,9,Sphere
2525,187.93981761481712,64,1,9,Sphere
2526,187.93981761481712,65,1,9,Sphere
2527,187.93981761481712,66,1,9,Sphere
2528,187.93981761481712,67,1,9,Sphere
2529,187.93981761481712,68,1,9,Sphere
2530,187.93981761481712,69,1,9,Sphere
2531,187.93981761481712,70,1,9,Sphere
2532,186.82634240741947,71,1,9,Sphere
2533,186.82634240741947,72,1,9,Sphere
2534,186.82634240741947,73,1,9,Sphere
2535,272.68469596312195,1,0,10,Sphere
2536,272.46125989304903,2,0,10,Sphere
2537,247.08737589214422,3,0,10,Sphere
2538,247.08737589214422,4,0,10,Sphere
2539,204.49820034270314,5,0,10,Sphere
2540,204.49820034270314,6,0,10,Sphere
2541,204.49820034270314,7,0,10,Sphere
2542,204.49820034270314,8,0,10,Sphere
2543,182.93408331143115,9,0,10,Sphere
2544,182.93408331143115,10,0,10,Sphere
2545,182.93408331143115,11,0,10,Sphere
2546,182.93408331143115,12,0,10,Sphere
2547,182.93408331143115,13,0,10,Sphere
2548,182.93408331143115,14,0,10,Sphere
2549,173.86058331525874,15,0,10,Sphere
2550,173.86058331525874,16,0,10,Sphere
2551,173.86058331525874,17,0,10,Sphere
2552,173.86058331525874,18,0,10,Sphere
2553,173.86058331525874,19,0,10,Sphere
2554,173.86058331525874,20,0,10,Sphere
2555,173.86058331525874,21,0,10,Sphere
2556,173.86058331525874,22,0,10,Sphere
2557,173.86058331525874,23,0,10,Sphere
2558,173.86058331525874,24,0,10,Sphere
2559,173.86058331525874,25,0,10,Sphere
2560,173.86058331525874,26,0,10,Sphere
2561,173.86058331525874,27,0,10,Sphere
2562,173.86058331525874,28,0,10,Sphere
2563,173.86058331525874,29,0,10,Sphere
2564,173.86058331525874,30,0,10,Sphere
2565,173.86058331525874,31,0,10,Sphere
2566,173.86058331525874,32,0,10,Sphere
2567,173.86058331525874,33,0,10,Sphere
2568,173.86058331525874,34,0,10,Sphere
2569,173.86058331525874,35,0,10,Sphere
2570,173.86058331525874,36,0,10,Sphere
2571,173.86058331525874,37,0,10,Sphere
2572,173.86058331525874,38,0,10,Sphere
2573,173.86058331525874,39,0,10,Sphere
2574,173.86058331525874,40,0,10,Sphere
2575,173.86058331525874,41,0,10,Sphere
2576,173.86058331525874,42,0,10,Sphere
2577,173.86058331525874,43,0,10,Sphere
2578,173.86058331525874,44,0,10,Sphere
2579,173.86058331525874,45,0,10,Sphere
2580,173.86058331525874,46,0,10,Sphere
2581,168.44056830562658,47,0,10,Sphere
2582,168.44056830562658,48,0,10,Sphere
2583,168.44056830562658,49,0,10,Sphere
2584,168.44056830562658,50,0,10,Sphere
2585,168.44056830562658,51,0,10,Sphere
2586,266.7231943218495,1,0,11,Sphere
2587,224.95405777931668,2,0,11,Sphere
2588,224.95405777931668,3,0,11,Sphere
2589,213.77808657626366,4,0,11,Sphere
2590,213.77808657626366,5,0,11,Sphere
2591,213.77808657626366,6,0,11,Sphere
2592,190.8309932361341,7,0,11,Sphere
2593,190.8309932361341,8,0,11,Sphere
2594,190.8309932361341,9,0,11,Sphere
2595,190.8309932361341,10,0,11,Sphere
2596,190.8309932361341,11,0,11,Sphere
2597,190.8309932361341,12,0,11,Sphere
2598,190.8309932361341,13,0,11,Sphere
2599,190.8309932361341,14,0,11,Sphere
2600,190.8309932361341,15,0,11,Sphere
2601,190.8309932361341,16,0,11,Sphere
2602,190.8309932361341,17,0,11,Sphere
2603,190.8309932361341,18,0,11,Sphere
2604,190.8309932361341,19,0,11,Sphere
2605,190.8309932361341,20,0,11,Sphere
2606,190.8309932361341,21,0,11,Sphere
2607,189.61033884417552,22,0,11,Sphere
2608,189.61033884417552,23,0,11,Sphere
2609,189.61033884417552,24,0,11,Sphere
2610,189.61033884417552,25,0,11,Sphere
2611,189.61033884417552,26,0,11,Sphere
2612,189.61033884417552,27,0,11,Sphere
2613,189.61033884417552,28,0,11,Sphere
2614,189.61033884417552,29,0,11,Sphere
2615,189.61033884417552,30,0,11,Sphere
2616,189.61033884417552,31,0,11,Sphere
2617,189.61033884417552,32,0,11,Sphere
2618,189.61033884417552,33,0,11,Sphere
2619,189.61033884417552,34,0,11,Sphere
2620,189.61033884417552,35,0,11,Sphere
2621,189.61033884417552,36,0,11,Sphere
2622,184.64994693148162,37,0,11,Sphere
2623,184.64994693148162,38,0,11,Sphere
2624,184.64994693148162,39,0,11,Sphere
2625,184.64994693148162,40,0,11,Sphere
2626,184.64994693148162,41,0,11,Sphere
2627,184.64994693148162,42,0,11,Sphere
2628,184.64994693148162,43,0,11,Sphere
2629,184.64994693148162,44,1,11,Sphere
2630,184.64994693148162,45,1,11,Sphere
2631,184.64994693148162,46,1,11,Sphere
2632,176.36291954500206,47,1,11,Sphere
2633,176.36291954500206,48,1,11,Sphere
2634,176.36291954500206,49,1,11,Sphere
2635,176.36291954500206,50,1,11,Sphere
2636,176.36291954500206,51,1,11,Sphere
2637,176.36291954500206,52,1,11,Sphere
2638,176.36291954500206,53,1,11,Sphere
2639,176.36291954500206,54,1,11,Sphere
2640,176.36291954500206,55,1,11,Sphere
2641,176.36291954500206,56,1,11,Sphere
2642,176.36291954500206,57,1,11,Sphere
2643,176.36291954500206,58,1,11,Sphere
2644,176.36291954500206,59,1,11,Sphere
2645,176.36291954500206,60,1,11,Sphere
2646,176.36291954500206,61,1,11,Sphere
2647,176.36291954500206,62,1,11,Sphere
2648,176.36291954500206,63,1,11,Sphere
2649,176.36291954500206,64,1,11,Sphere
2650,176.36291954500206,65,1,11,Sphere
2651,176.36291954500206,66,1,11,Sphere
2652,176.36291954500206,67,1,11,Sphere
2653,168.70756512855226,68,1,11,Sphere
2654,168.70756512855226,69,1,11,Sphere
2655,168.70756512855226,70,1,11,Sphere
2656,168.70756512855226,71,1,11,Sphere
2657,168.70756512855226,72,1,11,Sphere
2658,168.70756512855226,73,1,11,Sphere
2659,254.37071635497688,1,0,12,Sphere
2660,244.8823395896407,2,0,12,Sphere
2661,232.26354764725778,3,0,12,Sphere
2662,232.26354764725778,4,0,12,Sphere
2663,213.10014056478192,5,0,12,Sphere
2664,213.10014056478192,6,0,12,Sphere
2665,213.10014056478192,7,0,12,Sphere
2666,184.952933813198,8,0,12,Sphere
2667,184.952933813198,9,0,12,Sphere
2668,181.17052262220633,10,0,12,Sphere
2669,181.17052262220633,11,0,12,Sphere
2670,181.17052262220633,12,0,12,Sphere
2671,181.17052262220633,13,0,12,Sphere
2672,181.17052262220633,14,0,12,Sphere
2673,181.17052262220633,15,0,12,Sphere
2674,181.17052262220633,16,0,12,Sphere
2675,181.17052262220633,17,0,12,Sphere
2676,181.17052262220633,18,0,12,Sphere
2677,181.17052262220633,19,0,12,Sphere
2678,181.17052262220633,20,0,12,Sphere
2679,181.17052262220633,21,0,12,Sphere
2680,181.17052262220633,22,0,12,Sphere
2681,181.17052262220633,23,0,12,Sphere
2682,181.17052262220633,24,0,12,Sphere
2683,177.46278159598785,25,0,12,Sphere
2684,177.46278159598785,26,0,12,Sphere
2685,177.46278159598785,27,0,12,Sphere
2686,177.46278159598785,28,0,12,Sphere
2687,177.46278159598785,29,0,12,Sphere
2688,177.46278159598785,30,0,12,Sphere
2689,177.46278159598785,31,0,12,Sphere
2690,177.46278159598785,32,0,12,Sphere
2691,177.46278159598785,33,0,12,Sphere
2692,177.46278159598785,34,0,12,Sphere
2693,177.46278159598785,35,0,12,Sphere
2694,177.46278159598785,36,0,12,Sphere
2695,177.46278159598785,37,0,12,Sphere
2696,177.46278159598785,38,0,12,Sphere
2697,177.46278159598785,39,1,12,Sphere
2698,177.46278159598785,40,1,12,Sphere
2699,177.46278159598785,41,1,12,Sphere
2700,177.46278159598785,42,1,12,Sphere
2701,177.46278159598785,43,1,12,Sphere
2702,177.46278159598785,44,1,12,Sphere
2703,177.46278159598785,45,1,12,Sphere
2704,177.46278159598785,46,1,12,Sphere
2705,177.46278159598785,47,1,12,Sphere
2706,177.46278159598785,48,1,12,Sphere
2707,177.46278159598785,49,1,12,Sphere
2708,177.46278159598785,50,1,12,Sphere
2709,177.46278159598785,51,1,12,Sphere
2710,177.46278159598785,52,1,12,Sphere
2711,177.46278159598785,53,1,12,Sphere
2712,177.46278159598785,54,1,12,Sphere
2713,177.46278159598785,55,1,12,Sphere
2714,177.46278159598785,56,1,12,Sphere
2715,177.46278159598785,57,1,12,Sphere
2716,177.46278159598785,58,1,12,Sphere
2717,177.46278159598785,59,1,12,Sphere
2718,177.46278159598785,60,1,12,Sphere
2719,303.03199981367885,1,0,13,Sphere
2720,256.8652040905605,2,0,13,Sphere
2721,224.81539794309543,3,0,13,Sphere
2722,224.81539794309543,4,0,13,Sphere
2723,224.81539794309543,5,0,13,Sphere
2724,224.81539794309543,6,0,13,Sphere
2725,224.81539794309543,7,0,13,Sphere
2726,224.81539794309543,8,0,13,Sphere
2727,224.81539794309543,9,0,13,Sphere
2728,224.81539794309543,10,0,13,Sphere
2729,224.81539794309543,11,0,13,Sphere
2730,218.8467209072047,12,0,13,Sphere
2731,218.8467209072047,13,0,13,Sphere
2732,218.8467209072047,14,0,13,Sphere
2733,218.8467209072047,15,0,13,Sphere
2734,218.8467209072047,16,0,13,Sphere
2735,218.8467209072047,17,0,13,Sphere
2736,218.8467209072047,18,0,13,Sphere
2737,218.8467209072047,19,0,13,Sphere
2738,218.8467209072047,20,0,13,Sphere
2739,218.8467209072047,21,0,13,Sphere
2740,218.8467209072047,22,0,13,Sphere
2741,218.8467209072047,23,0,13,Sphere
2742,218.8467209072047,24,0,13,Sphere
2743,218.8467209072047,25,0,13,Sphere
2744,218.8467209072047,26,0,13,Sphere
2745,218.8467209072047,27,0,13,Sphere
2746,218.8467209072047,28,0,13,Sphere
2747,218.8467209072047,29,0,13,Sphere
2748,218.8467209072047,30,0,13,Sphere
2749,218.8467209072047,31,0,13,Sphere
2750,218.8467209072047,32,0,13,Sphere
2751,218.8467209072047,33,0,13,Sphere
2752,218.8467209072047,34,0,13,Sphere
2753,218.8467209072047,35,0,13,Sphere
2754,218.8467209072047,36,0,13,Sphere
2755,218.8467209072047,37,0,13,Sphere
2756,218.8467209072047,38,0,13,Sphere
2757,218.8467209072047,39,0,13,Sphere
2758,218.8467209072047,40,0,13,Sphere
2759,218.8467209072047,41,0,13,Sphere
2760,218.8467209072047,42,0,13,Sphere
2761,218.8467209072047,43,0,13,Sphere
2762,218.8467209072047,44,0,13,Sphere
2763,218.8467209072047,45,0,13,Sphere
2764,218.8467209072047,46,0,13,Sphere
2765,218.8467209072047,47,0,13,Sphere
2766,218.8467209072047,48,0,13,Sphere
2767,218.8467209072047,49,1,13,Sphere
2768,218.8467209072047,50,1,13,Sphere
2769,218.8467209072047,51,1,13,Sphere
2770,215.41852969718113,52,1,13,Sphere
2771,215.41852969718113,53,1,13,Sphere
2772,215.41852969718113,54,1,13,Sphere
2773,215.41852969718113,55,1,13,Sphere
2774,213.49472466027885,56,1,13,Sphere
2775,213.49472466027885,57,1,13,Sphere
2776,213.49472466027885,58,1,13,Sphere
2777,213.49472466027885,59,1,13,Sphere
2778,213.49472466027885,60,1,13,Sphere
2779,213.49472466027885,61,1,13,Sphere
2780,213.49472466027885,62,1,13,Sphere
2781,213.49472466027885,63,1,13,Sphere
2782,213.49472466027885,64,1,13,Sphere
2783,213.49472466027885,65,1,13,Sphere
2784,213.49472466027885,66,1,13,Sphere
2785,213.49472466027885,67,1,13,Sphere
2786,210.48236391806626,68,1,13,Sphere
2787,210.48236391806626,69,1,13,Sphere
2788,210.48236391806626,70,1,13,Sphere
2789,210.48236391806626,71,1,13,Sphere
2790,210.48236391806626,72,1,13,Sphere
2791,210.48236391806626,73,1,13,Sphere
2792,210.48236391806626,74,1,13,Sphere
2793,210.48236391806626,75,1,13,Sphere
2794,251.9299319403354,1,0,14,Sphere
2795,251.9299319403354,2,0,14,Sphere
2796,251.9299319403354,3,0,14,Sphere
2797,251.9299319403354,4,0,14,Sphere
2798,176.55491453251318,5,0,14,Sphere
2799,176.55491453251318,6,0,14,Sphere
2800,176.55491453251318,7,0,14,Sphere
2801,176.55491453251318,8,0,14,Sphere
2802,176.55491453251318,9,0,14,Sphere
2803,176.55491453251318,10,0,14,Sphere
2804,176.55491453251318,11,0,14,Sphere
2805,176.55491453251318,12,0,14,Sphere
2806,176.55491453251318,13,0,14,Sphere
2807,176.55491453251318,14,0,14,Sphere
2808,176.55491453251318,15,0,14,Sphere
2809,176.55491453251318,16,0,14,Sphere
2810,176.55491453251318,17,0,14,Sphere
2811,176.55491453251318,18,0,14,Sphere
2812,176.55491453251318,19,0,14,Sphere
2813,168.74234489213,20,0,14,Sphere
2814,168.74234489213,21,0,14,Sphere
2815,168.74234489213,22,0,14,Sphere
2816,168.74234489213,23,0,14,Sphere
2817,168.74234489213,24,0,14,Sphere
2818,168.74234489213,25,0,14,Sphere
2819,168.74234489213,26,0,14,Sphere
2820,168.74234489213,27,0,14,Sphere
2821,168.74234489213,28,0,14,Sphere
2822,168.74234489213,29,0,14,Sphere
2823,168.74234489213,30,0,14,Sphere
2824,168.74234489213,31,0,14,Sphere
2825,168.74234489213,32,0,14,Sphere
2826,168.74234489213,33,0,14,Sphere
2827,168.74234489213,34,0,14,Sphere
2828,168.74234489213,35,0,14,Sphere
2829,168.74234489213,36,0,14,Sphere
2830,168.74234489213,37,0,14,Sphere
2831,168.74234489213,38,0,14,Sphere
2832,168.74234489213,39,0,14,Sphere
2833,168.74234489213,40,0,14,Sphere
2834,168.74234489213,41,0,14,Sphere
2835,168.74234489213,42,0,14,Sphere
2836,168.74234489213,43,0,14,Sphere
2837,168.74234489213,44,1,14,Sphere
2838,168.74234489213,45,1,14,Sphere
2839,168.74234489213,46,1,14,Sphere
2840,168.74234489213,47,1,14,Sphere
2841,168.74234489213,48,1,14,Sphere
2842,168.74234489213,49,1,14,Sphere
2843,168.74234489213,50,1,14,Sphere
2844,168.74234489213,51,1,14,Sphere
2845,168.74234489213,52,1,14,Sphere
2846,168.74234489213,53,1,14,Sphere
2847,168.74234489213,54,1,14,Sphere
2848,168.74234489213,55,1,14,Sphere
2849,168.74234489213,56,1,14,Sphere
2850,168.74234489213,57,1,14,Sphere
2851,168.74234489213,58,1,14,Sphere
2852,168.74234489213,59,1,14,Sphere
2853,168.74234489213,60,1,14,Sphere
2854,166.52837261356567,61,1,14,Sphere
2855,166.52837261356567,62,1,14,Sphere
2856,166.52837261356567,63,1,14,Sphere
2857,166.52837261356567,64,1,14,Sphere
2858,166.52837261356567,65,1,14,Sphere
2859,166.52837261356567,66,1,14,Sphere
2860,166.52837261356567,67,1,14,Sphere
2861,166.52837261356567,68,1,14,Sphere
2862,166.52837261356567,69,1,14,Sphere
2863,166.52837261356567,70,1,14,Sphere
2864,309.87622647074505,1,0,15,Sphere
2865,227.93311825467038,2,0,15,Sphere
2866,227.93311825467038,3,0,15,Sphere
2867,227.93311825467038,4,0,15,Sphere
2868,227.93311825467038,5,0,15,Sphere
2869,220.53517497424733,6,0,15,Sphere
2870,220.53517497424733,7,0,15,Sphere
2871,196.4280402853555,8,0,15,Sphere
2872,196.4280402853555,9,0,15,Sphere
2873,196.4280402853555,10,0,15,Sphere
2874,196.4280402853555,11,0,15,Sphere
2875,196.4280402853555,12,0,15,Sphere
2876,185.37634818045967,13,0,15,Sphere
2877,185.37634818045967,14,0,15,Sphere
2878,185.37634818045967,15,0,15,Sphere
2879,185.37634818045967,16,0,15,Sphere
2880,185.37634818045967,17,0,15,Sphere
2881,185.37634818045967,18,0,15,Sphere
2882,185.37634818045967,19,0,15,Sphere
2883,185.37634818045967,20,0,15,Sphere
2884,185.37634818045967,21,0,15,Sphere
2885,185.37634818045967,22,0,15,Sphere
2886,185.37634818045967,23,0,15,Sphere
2887,185.37634818045967,24,0,15,Sphere
2888,185.37634818045967,25,0,15,Sphere
2889,185.37634818045967,26,0,15,Sphere
2890,185.37634818045967,27,0,15,Sphere
2891,185.37634818045967,28,0,15,Sphere
2892,185.37634818045967,29,0,15,Sphere
2893,185.37634818045967,30,0,15,Sphere
2894,185.37634818045967,31,0,15,Sphere
2895,185.37634818045967,32,0,15,Sphere
2896,185.37634818045967,33,0,15,Sphere
2897,185.37634818045967,34,0,15,Sphere
2898,185.37634818045967,35,0,15,Sphere
2899,185.37634818045967,36,0,15,Sphere
2900,185.37634818045967,37,0,15,Sphere
2901,185.37634818045967,38,0,15,Sphere
2902,185.37634818045967,39,0,15,Sphere
2903,185.37634818045967,40,1,15,Sphere
2904,185.37634818045967,41,1,15,Sphere
2905,185.37634818045967,42,1,15,Sphere
2906,185.37634818045967,43,1,15,Sphere
2907,185.37634818045967,44,1,15,Sphere
2908,185.37634818045967,45,1,15,Sphere
2909,185.37634818045967,46,1,15,Sphere
2910,185.37634818045967,47,1,15,Sphere
2911,185.37634818045967,48,1,15,Sphere
2912,185.37634818045967,49,1,15,Sphere
2913,185.37634818045967,50,1,15,Sphere
2914,185.37634818045967,51,1,15,Sphere
2915,185.37634818045967,52,1,15,Sphere
2916,185.37634818045967,53,1,15,Sphere
2917,185.37634818045967,54,1,15,Sphere
2918,185.37634818045967,55,1,15,Sphere
2919,172.28570329205823,56,1,15,Sphere
2920,172.28570329205823,57,1,15,Sphere
2921,172.28570329205823,58,1,15,Sphere
2922,172.28570329205823,59,1,15,Sphere
2923,172.28570329205823,60,1,15,Sphere
2924,170.26931039389524,61,1,15,Sphere
2925,170.26931039389524,62,1,15,Sphere
2926,184.71317593159918,1,0,16,Sphere
2927,184.71317593159918,2,0,16,Sphere
2928,184.71317593159918,3,0,16,Sphere
2929,184.71317593159918,4,0,16,Sphere
2930,184.71317593159918,5,0,16,Sphere
2931,184.71317593159918,6,0,16,Sphere
2932,184.71317593159918,7,0,16,Sphere
2933,184.71317593159918,8,0,16,Sphere
2934,184.71317593159918,9,0,16,Sphere
2935,184.71317593159918,10,0,16,Sphere
2936,184.71317593159918,11,0,16,Sphere
2937,184.71317593159918,12,0,16,Sphere
2938,184.71317593159918,13,0,16,Sphere
2939,172.03885438241502,14,0,16,Sphere
2940,172.03885438241502,15,0,16,Sphere
2941,172.03885438241502,16,0,16,Sphere
2942,172.03885438241502,17,0,16,Sphere
2943,172.03885438241502,18,0,16,Sphere
2944,172.03885438241502,19,0,16,Sphere
2945,172.03885438241502,20,0,16,Sphere
2946,172.03885438241502,21,0,16,Sphere
2947,172.03885438241502,22,0,16,Sphere
2948,172.03885438241502,23,0,16,Sphere
2949,172.03885438241502,24,0,16,Sphere
2950,172.03885438241502,25,0,16,Sphere
2951,172.03885438241502,26,0,16,Sphere
2952,172.03885438241502,27,0,16,Sphere
2953,172.03885438241502,28,0,16,Sphere
2954,172.03885438241502,29,0,16,Sphere
2955,172.03885438241502,30,0,16,Sphere
2956,172.03885438241502,31,0,16,Sphere
2957,172.03885438241502,32,0,16,Sphere
2958,172.03885438241502,33,0,16,Sphere
2959,172.03885438241502,34,0,16,Sphere
2960,172.03885438241502,35,0,16,Sphere
2961,172.03885438241502,36,0,16,Sphere
2962,172.03885438241502,37,0,16,Sphere
2963,172.03885438241502,38,0,16,Sphere
2964,172.03885438241502,39,0,16,Sphere
2965,172.03885438241502,40,0,16,Sphere
2966,172.03885438241502,41,0,16,Sphere
2967,172.03885438241502,42,0,16,Sphere
2968,172.03885438241502,43,1,16,Sphere
2969,172.03885438241502,44,1,16,Sphere
2970,172.03885438241502,45,1,16,Sphere
2971,172.03885438241502,46,1,16,Sphere
2972,172.03885438241502,47,1,16,Sphere
2973,172.03885438241502,48,1,16,Sphere
2974,172.03885438241502,49,1,16,Sphere
2975,172.03885438241502,50,1,16,Sphere
2976,172.03885438241502,51,1,16,Sphere
2977,172.03885438241502,52,1,16,Sphere
2978,172.03885438241502,53,1,16,Sphere
2979,172.03885438241502,54,1,16,Sphere
2980,172.03885438241502,55,1,16,Sphere
2981,172.03885438241502,56,1,16,Sphere
2982,172.03885438241502,57,1,16,Sphere
2983,172.03885438241502,58,1,16,Sphere
2984,172.03885438241502,59,1,16,Sphere
2985,172.03885438241502,60,1,16,Sphere
2986,172.03885438241502,61,1,16,Sphere
2987,172.03885438241502,62,1,16,Sphere
2988,172.03885438241502,63,1,16,Sphere
2989,155.82544814989993,64,1,16,Sphere
2990,155.82544814989993,65,1,16,Sphere
2991,155.82544814989993,66,1,16,Sphere
2992,155.82544814989993,67,1,16,Sphere
2993,155.82544814989993,68,1,16,Sphere
2994,154.59166047061998,69,1,16,Sphere
2995,154.59166047061998,70,1,16,Sphere
2996,154.59166047061998,71,1,16,Sphere
2997,269.7616414300953,1,0,17,Sphere
2998,269.7616414300953,2,0,17,Sphere
2999,269.7616414300953,3,0,17,Sphere
3000,269.7616414300953,4,0,17,Sphere
3001,266.71707126666723,5,0,17,Sphere
3002,264.7958692583553,6,0,17,Sphere
3003,264.7958692583553,7,0,17,Sphere
3004,186.2649657906308,8,0,17,Sphere
3005,186.2649657906308,9,0,17,Sphere
3006,186.2649657906308,10,0,17,Sphere
3007,186.2649657906308,11,0,17,Sphere
3008,186.2649657906308,12,0,17,Sphere
3009,186.2649657906308,13,0,17,Sphere
3010,186.2649657906308,14,0,17,Sphere
3011,186.2649657906308,15,0,17,Sphere
3012,186.2649657906308,16,0,17,Sphere
3013,186.2649657906308,17,0,17,Sphere
3014,186.2649657906308,18,0,17,Sphere
3015,186.2649657906308,19,0,17,Sphere
3016,186.2649657906308,20,0,17,Sphere
3017,186.2649657906308,21,0,17,Sphere
3018,186.2649657906308,22,0,17,Sphere
3019,186.2649657906308,23,0,17,Sphere
3020,186.2649657906308,24,0,17,Sphere
3021,186.2649657906308,25,0,17,Sphere
3022,186.2649657906308,26,0,17,Sphere
3023,186.2649657906308,27,0,17,Sphere
3024,186.2649657906308,28,0,17,Sphere
3025,186.2649657906308,29,0,17,Sphere
3026,186.2649657906308,30,0,17,Sphere
3027,186.2649657906308,31,0,17,Sphere
3028,186.2649657906308,32,0,17,Sphere
3029,186.2649657906308,33,0,17,Sphere
3030,186.2649657906308,34,0,17,Sphere
3031,186.2649657906308,35,0,17,Sphere
3032,186.2649657906308,36,0,17,Sphere
3033,186.2649657906308,37,0,17,Sphere
3034,186.2649657906308,38,0,17,Sphere
3035,186.2649657906308,39,0,17,Sphere
3036,186.2649657906308,40,0,17,Sphere
3037,186.2649657906308,41,0,17,Sphere
3038,186.2649657906308,42,0,17,Sphere
3039,186.2649657906308,43,0,17,Sphere
3040,186.2649657906308,44,1,17,Sphere
3041,186.2649657906308,45,1,17,Sphere
3042,186.2649657906308,46,1,17,Sphere
3043,186.2649657906308,47,1,17,Sphere
3044,186.2649657906308,48,1,17,Sphere
3045,186.2649657906308,49,1,17,Sphere
3046,186.2649657906308,50,1,17,Sphere
3047,186.2649657906308,51,1,17,Sphere
3048,186.2649657906308,52,1,17,Sphere
3049,186.2649657906308,53,1,17,Sphere
3050,186.2649657906308,54,1,17,Sphere
3051,186.2649657906308,55,1,17,Sphere
3052,186.2649657906308,56,1,17,Sphere
3053,186.2649657906308,57,1,17,Sphere
3054,186.2649657906308,58,1,17,Sphere
3055,186.2649657906308,59,1,17,Sphere
3056,186.2649657906308,60,1,17,Sphere
3057,186.2649657906308,61,1,17,Sphere
3058,186.2649657906308,62,1,17,Sphere
3059,186.2649657906308,63,1,17,Sphere
3060,186.2649657906308,64,1,17,Sphere
3061,186.2649657906308,65,1,17,Sphere
3062,186.2649657906308,66,1,17,Sphere
3063,186.2649657906308,67,1,17,Sphere
3064,186.2649657906308,68,1,17,Sphere
3065,186.2649657906308,69,1,17,Sphere
3066,186.2649657906308,70,1,17,Sphere
3067,186.2649657906308,71,1,17,Sphere
3068,186.0525911965311,72,1,17,Sphere
3069,186.0525911965311,73,1,17,Sphere
3070,186.0525911965311,74,1,17,Sphere
3071,186.0525911965311,75,1,17,Sphere
3072,186.0525911965311,76,1,17,Sphere
3073,239.2856194182621,1,0,18,Sphere
3074,239.2856194182621,2,0,18,Sphere
3075,239.2856194182621,3,0,18,Sphere
3076,239.2856194182621,4,0,18,Sphere
3077,234.0726855361981,5,0,18,Sphere
3078,229.33667978769236,6,0,18,Sphere
3079,224.60830005089838,7,0,18,Sphere
3080,224.60830005089838,8,0,18,Sphere
3081,224.60830005089838,9,0,18,Sphere
3082,224.60830005089838,10,0,18,Sphere
3083,224.60830005089838,11,0,18,Sphere
3084,215.93664846089803,12,0,18,Sphere
3085,215.93664846089803,13,0,18,Sphere
3086,215.93664846089803,14,0,18,Sphere
3087,215.93664846089803,15,0,18,Sphere
3088,215.93664846089803,16,0,18,Sphere
3089,215.93664846089803,17,0,18,Sphere
3090,215.93664846089803,18,0,18,Sphere
3091,215.93664846089803,19,0,18,Sphere
3092,215.93664846089803,20,0,18,Sphere
3093,215.93664846089803,21,0,18,Sphere
3094,215.93664846089803,22,0,18,Sphere
3095,215.93664846089803,23,0,18,Sphere
3096,215.93664846089803,24,0,18,Sphere
3097,215.93664846089803,25,0,18,Sphere
3098,215.93664846089803,26,0,18,Sphere
3099,215.93664846089803,27,0,18,Sphere
3100,215.93664846089803,28,0,18,Sphere
3101,211.91499076452467,29,0,18,Sphere
3102,211.91499076452467,30,0,18,Sphere
3103,211.91499076452467,31,0,18,Sphere
3104,211.91499076452467,32,0,18,Sphere
3105,211.91499076452467,33,0,18,Sphere
3106,211.91499076452467,34,0,18,Sphere
3107,211.91499076452467,35,0,18,Sphere
3108,211.91499076452467,36,0,18,Sphere
3109,211.91499076452467,37,0,18,Sphere
3110,211.91499076452467,38,0,18,Sphere
3111,211.91499076452467,39,0,18,Sphere
3112,211.91499076452467,40,0,18,Sphere
3113,211.91499076452467,41,0,18,Sphere
3114,206.81173607658292,42,0,18,Sphere
3115,206.81173607658292,43,0,18,Sphere
